sample_id,predicted_topic,gold_label,normalized_text
41,not_relevant,not_relevant,"Motie van het lid Agema over duidelijkheid over zinnige behandelingen gehoord de beraadslaging, constaterende dat het in de praktijk vaak niet mogelijk is om van tevoren vast te stellen of een behandeling effectief is; kankerpatiënten moeten bijvoorbeeld soms meerdere chemokuren uitproberen om te bezien welke het beste de kankercellen bij deze specifieke patiënt vernietigt; verzoekt de regering, te bewerkstelligen dat er duidelijkheid komt over welke behandelingen waarbij de effectiviteit niet op voorhand vast te stellen is, zinnig zijn en derhalve geen belemmeringen opgelegd krijgen,"
42,not_relevant,climate_agriculture_energy,"Motie Van Gerven over duurzaamheid in innovatieprogramma's gehoord de beraadslaging, verzoekt de regering duurzaamheid te integreren in de innovatieplatforms; verzoekt de regering tevens alle innovatieprogramma’s die niet leiden tot maatschappelijk rendement, te schrappen; verzoekt de regering voorts een onderzoek naar de afrekenbare maatschappelijke resultaten van alle lopende innovatieprogramma’s te starten; verzoekt de regering ten slotte duurzaamheid als hard en uitsluitend criterium voor alle innovatieprogramma’s te implementeren,"
43,not_relevant,not_relevant,"Motie van het lid Marijnissen c.s. over onderzoek naar de export van militair materiaal naar Turkije gehoord de beraadslaging, constaterende dat Turkije al jaren in een spanningsgebied ligt, een oorlog voert in het zuidoosten van het eigen land, waarbij oorlogsmisdaden worden gepleegd en mensenrechten worden geschonden, aanvallen op het noorden van Irak uitvoert, in 2018 al Afrin in Syrië is binnengevallen en nu opnieuw Noord-Syrië aanvalt; constaterende dat desondanks Nederland wapens naar Turkije is blijven exporteren; verzoekt de regering, de export van militair materiaal aan Turkije de afgelopen tien jaar in kaart te brengen, na te gaan in welke mate door Nederland geleverd materieel ingezet wordt in de oorlog tegen NoordSyrië en te bezien hoe lessen geleerd kunnen worden opdat voortaan wapenexportcriteria strikter worden toegepast,"
44,not_relevant,not_relevant,"Motie van het lid Koerhuis over laten onderzoeken hoeveel ruimte er nog is in havengelden om vliegoverlast aan te pakken gehoord de beraadslaging, constaterende dat vliegoverlast kan worden aangepakt door vliegtuigen die veel geluid maken hogere havengelden te laten betalen en vliegtuigen die weinig geluid maken lagere havengelden te laten betalen; constaterende dat hier nog ruimte is om vliegoverlast aan te pakken; verzoekt de regering om Schiphol, Rotterdam-Den Haag Airport, Eindhoven Airport, Maastricht Aachen Airport en Groningen Airport Eelde te laten onderzoeken hoeveel ruimte er nog is in havengelden om vliegoverlast aan te pakken, en de Kamer hierover voor het commissiedebat Duurzame luchtvaart te informeren,"
45,not_relevant,not_relevant,"Motie van de leden Van Haga en Baudet over onderzoeken of intensief testen een rol kan spelen in scenario's voor de herstart van de Nederlandse economie gehoord de beraadslaging, constaterende dat in Nederland niet intensief wordt getest op het coronavirus; overwegende dat intensief testen enorm veel extra informatie oplevert; overwegende dat deze informatie kan helpen bij een snellere herstart van de Nederlandse economie; verzoekt de regering, te onderzoeken of intensief testen een rol kan spelen in de scenario’s voor de herstart van de Nederlandse economie,"
46,climate_agriculture_energy,not_relevant,"Motie Dikkers en Schouw over de toekomst van de binnenvisserij gehoord de beraadslaging, constaterende dat de Toekomst Binnenvisserij onder andere adviseert dat binnenvissers zich in mindere mate enkel moeten richten op de primaire visserij en meer op hun tweedetakactiviteiten; van mening dat omscholing en bieden van alternatieve werkgelegenheid naast of in plaats van alleen binnenvisserij voor de beroepsgroep een duurzaam toekomstperspectief kan betekenen; verzoekt de regering om, een onderzoek naar de mogelijkheden om de overstap naar bijvoorbeeld toeristische, cultuurhistorische en educatieve diensten te faciliteren,"
47,climate_agriculture_energy,climate_agriculture_energy,"Motie van het lid Beckerman over onderzoek naar het sjoemelen met energielabels gehoord de beraadslaging, constaterende dat na verschillende onderzoeken blijkt dat bij woningen in Groningen met regelmaat gesjoemeld wordt met de bepaling van energielabels; overwegende dat huurders recht hebben op een eerlijke huurprijs en daarom een realistisch beeld moeten krijgen van hun energielabel; verzoekt de regering, om een onderzoek in te stellen naar de schaal van het sjoemelen met energielabels en bindende maatregelen die hiertegen mogelijk zijn voor te leggen aan de ,"
48,climate_agriculture_energy,climate_agriculture_energy,"Motie van het lid Nijboer over de NAM laten opdraaien voor schadeherstel en versterking gehoord de beraadslaging, overwegende dat de NAM aansprakelijk blijft voor alle schade en de benodigde versterking; overwegende dat de NAM tot het uiterste gaat om maar zo weinig mogelijk te vergoeden; verzoekt het kabinet, de NAM voor alle schades, versterking en organisatorische kosten op te laten draaien en niet te schromen het tot een rechtszaak te laten komen als er moeilijk over wordt gedaan door de NAM,"
49,climate_agriculture_energy,climate_agriculture_energy,"Motie van de leden Holman en Grinwis over de Regio Foodvalley ten behoeve van de uitvoering van het Uitvoeringsplan stikstof aanwijzen als experimenteerregio gehoord de beraadslaging, constaterende dat: – het kabinet naast generiek beleid kiest voor een regionale maatwerkaanpak voor de Veluwe en de Peel; – er in Regio Foodvalley een grote opgave ligt op het gebied van stikstof, perspectief voor de landbouwsector, natuurherstel en de kwaliteit van bekensystemen; – met het oppakken van deze opgave in deze regio effectief resultaat geboekt kan worden, zoals ook is aangegeven door Erisman in het rapport Naar een ontspannen Nederland; – RFV zelf in zijn uitvoeringsprogramma stikstof een aanbod heeft gedaan aan Minister Wiersma om als regio/gebied onder een regionaal stikstofplafond te gaan komen, waarbij de regio met ondernemers afspraken maakt over de bijdragen die zij met hun bedrijf leveren; – RFV een bijzondere regio is, waar 80% van de landbouwbedrijven kalveren, pluimvee en/of varkens houdt en de melkveesector een relatief kleine sector is; – er in het gebied constructief wordt samengewerkt door gemeenten, provincies, waterschap, bedrijven en boeren, die ook samenwerken vanuit het regionale landbouwnetwerk; overwegende dat: – op het boerenerf alle verschillende opgaven samenkomen en er van agrariërs wordt verwacht dat zij op hun specifieke bedrijf maatregelen nemen voor de verschillende opgaven van hun sector/sectoren, daarmee rekening houdend met hun directe omgeving; – vanuit de pilot Ondernemingsplannen, die onder andere plaatsvond in de Regio Foodvalley, blijkt dat meerdere ondernemingsplannen van agrariërs die door experts als toekomstbestendig worden bestempeld, in de praktijk door overheden op dit moment niet vergund kunnen worden; -36755-24 0921 - 7371 2025 , 2024–2025, 36 755, 24 1 – we zien dat we voor de landbouwsector en verschillende type bedrijven in ons gebied niet voldoende stikstofreductie bereiken met alleen het toepassen van de huidige bewezen technieken; – deze regio met de bedrijfsmeetnetwerken en omgevingsmeetnetwerken goede eerste stappen heeft gezet op het gebied van meten en monitoren, maar dat nu juist ook gewerkt moet gaan worden aan de beloning; – beloning niet alleen gaat om geld, maar juist ook om langetermijnduidelijkheid voor de ondernemers, zekerheid over het niet alsnog generiek gekort worden en een vergunning kunnen krijgen; – er daarom behoefte is aan bestuurlijke vernieuwing; verzoekt de regering om: – de Regio Foodvalley mede ten behoeve van de uitvoering van het Uitvoeringsplan stikstof aan te wijzen als experimenteerregio en hiervoor middelen uit de maatwerkaanpak Veluwe beschikbaar te stellen, zodat geëxperimenteerd kan worden, niet alleen met technische innovaties, maar juist ook met het integraal toepassen van diverse managementoplossingen en de borging daarvan, door bestuurlijk onder andere vergunningverlening door te ontwikkelen; – de regio te voorzien van passende middelen, die bijvoorbeeld gevonden kunnen worden in de onderbesteding van ANLb-gelden in 2025; – samen met de regio te experimenteren en te leren aangaande integrale oplossingen op het boerenerf, het meten en monitoren daarvan, en vooral actief te werken aan borging en beloning, om zo de gewenste transitie in het gebied te versnellen met behoud van toekomst voor de landbouw in deze regio; – de lessen die hier geleerd worden op gebied van borging en vergunningverlening breed te implementeren,"
50,not_relevant,climate_agriculture_energy,"Motie van het lid Teunissen over de Kamer vooraf informeren over te nemen investeringsbesluiten van staatsdeelneming Schiphol gehoord de beraadslaging, constaterende dat het kabinet voor miljarden aan belastinggeld wil uitgeven aan uitbreidingen van Schiphol, terwijl dergelijke investeringen de eigen klimaat- en leefomgevingsdoelen schaden; verzoekt de regering om de Kamer in het vervolg van tevoren te informeren over te nemen investeringsbesluiten van staatsdeelneming Schiphol,"
51,not_relevant,climate_agriculture_energy,"Motie van het lid Van Raan over direct invoeren van de vliegbelasting gehoord de beraadslaging, constaterende dat de luchtvaartsector één van de zwaarst gesubsidieerde bedrijfstakken is; overwegende dat de luchtvaart zo explosief is gegroeid en dat de maatschappelijke kosten eveneens de pan uit rijzen; constaterende dat vliegen de meest milieubelastende vorm van transport is en dat de luchtvaart verantwoordelijk is voor 10% van de door Nederland veroorzaakte klimaatverandering; van mening dat het principe «de vervuiler betaalt» consequent toegepast dient te worden en dat vliegen onhoudbaar goedkoop is; verzoekt de regering, om de vliegbelasting per direct in te voeren en niet pas per 2021,"
52,not_relevant,not_relevant,"Motie van de leden Kwint en Westerveld over het tijdig afgeven van toelaatbaarheidsverklaringen gehoord de beraadslaging, constaterende dat er zorgen zijn over het op tijd afgeven van toelaatbaarheidsverklaringen voor leerlingen die doorstromen naar praktijkonderwijs of vmbo met leerwegondersteuning; overwegende dat het tijdig afgeven van een toelaatbaarheidsverklaring noodzakelijk is om administratieve rompslomp en mogelijke uitval van leerlingen hierdoor te voorkomen; verzoekt de regering, specifiek te monitoren of toelaatbaarheidsverklaringen voor leerlingen die naar het praktijkonderwijs of vmbo met leerwegondersteunend onderwijs doorstromen op tijd worden afgegeven zodat er geen uitvoeringsproblemen ontstaan bij de aanmelding voor het voortgezet onderwijs,"
53,not_relevant,not_relevant,"Motie van het lid Kuiken c.s. over risicogericht toezicht op informeel onderwijs gehoord de beraadslaging, overwegende dat er in Nederland naar schatting 100 informele salafistische scholen actief zijn en de parlementaire ondervragingscommissie Ongewenste beïnvloeding uit onvrije landen (POCOB) verslag heeft gedaan van schokkende lesinhoud bij sommige van deze scholen; van mening dat alle vormen van informeel onderwijs met een anti-integratief, antidemocratisch en antirechtsstatelijk karakter, uit welke hoek dan ook, onwenselijk zijn; verzoekt de regering, het wettelijk mogelijk te maken dat bij het informeel onderwijs risicogericht toezicht kan worden gehouden en kan worden ingegrepen,"
54,climate_agriculture_energy,climate_agriculture_energy,"Motie Jacobi/Verhoeven over een onderzoek naar de ontwikkelingen in het patroon van toerisme en recreatie gehoord de beraadslaging, overwegende, dat de unieke natuur van het wad de belangrijkste toeristische trekpleister is van het gebied; overwegende, dat erfpacht een passend instrument kan zijn voor behoud en beheer van deze bijzondere natuur- en landschapsdoelstellingen; overwegende, dat een onderzoek naar de toeristisch-recreatieve ontwikkeling op de eilanden implementatie van het advies van de commissieGroothuis/Zevenbergen niet in de weg hoeft te staan; van mening, dat een duurzame basis nodig is voor een ontwikkelagenda, waarbij in gezamenlijkheid een plan gemaakt wordt om te komen tot verbetering van de recreatieve toeristische mogelijkheden, het betaalbaar houden van de recreatie en het herstel van natuur op de eilanden; van mening, dat iedereen moet kunnen genieten van het bijzondere karakter en de schoonheid van het Waddengebied; van mening, dat de ontwikkeling van steeds grotere opstallen en omzetting van kampeerterreinen naar parken met chalets niet bevorderlijk is voor het betaalbaar houden van de recreatie en kan verhinderen dat recreatie op de eilanden voor iedereen bereikbaar is; verzoekt de regering om een onderzoek te laten uitvoeren naar de wijze waarop Staatsbosbeheer en de Waddeneilanden in moeten spelen op de ontwikkelingen in het patroon van toerisme en recreatie alsmede de sociaaleconomische situatie op de eilanden,"
