sample_idx,motie_id,frame,trigger,filler,party,year,gold_actor_span,gold_actor_cat,gold_patient_span,gold_patient_cat,pred_actor_spans,pred_actor_cat,pred_patient_spans,pred_patient_cat
79,84c7e6dc-76a1-4e91-971c-c1c9d7da242e,Statement,constaterende,"dat het Ministerie van Infrastructuur en Waterstaat de kabinetsaanpak ondermijnt door bijvoorbeeld een onderzoeksbureau te betalen dat inventariseert hoe Schiphol de extra stikstofuitstoot kan compenseren; verzoekt de regering op geen enkele wijze nog geld of middelen te besteden aan het helpen realiseren van een natuurvergunning voor Schiphol die meer stikstofuitstoot omvat dan de huidige laatst vergunde situatie toestaat, omdat dit strijdig is met het coalitieakkoord,",BBB,2022,het Ministerie van Infrastructuur en Waterstaat,Government,de kabinetsaanpak,Government,het Ministerie|Schiphol,Government|Government,de kabinetsaanpak|een onderzoeksbureau|de extra stikstofuitstoot|meer stikstofuitstoot,Government|Science|Agriculture|Agriculture
80,be3d1b73-c2cb-4187-8459-8075303637b6,Cogitation,overwegende,dat er is gekozen voor een derogatievrije bufferzone van 250 meter rondom Natura 2000-gebieden;,BBB,2024,,,een derogatievrije bufferzone van 250 meter rondom Natura 2000-gebieden,Nature,,,een derogatievrije bufferzone,Nature
81,3e87ec72-76a4-4b84-8225-4e52fa745745,Cogitation,overwegende,dat Nederland in Europa aan lijkt te sturen op het vastleggen van een Europees klimaattussendoel in 2040 van 90% netto CO2-reductie;,BBB,2024,Nederland,Government,een Europees klimaattussendoel in 2040 van 90% netto CO2-reductie,International,,,Europa,International
82,7d45f9b2-592b-4343-b461-3c90bd030b10,Statement,Motie,van het lid Boswijk c.s. over stimuleren dat meer provincies gaan werken met Maatwerk met Meetwerk als onderdeel van de gebiedsgerichte aanpak,BBB,2022,meer provincies,Government,Maatwerk met Meetwerk,Other,meer provincies,Government,Maatwerk,Other
83,ab87f394-118f-444e-a1e0-b039fe1919db,Cogitation,overwegende,Motie van het lid Haverkort c.s. over onder voorwaarden ruimte bieden voor eenmalig gebruik van papieren bekers en bakjes,BBB,2023,,,,,,,voorwaarden,Other
84,b0027721-cde4-4721-b7d1-1b4295eb1dcb,Statement,Motie,over de verlaagde status van de wolf onder het Verdrag van Bern doorvoeren in de Habitatrichtlijn,BBB,2024,,,de verlaagde status van de wolf,Nature,,,de verlaagde status|Habitatrichtlijn,Other|Nature
85,5c332d3b-9a1b-4bde-ae8d-935dfa99c169,Statement,constaterende,dat Europese vrijhandelsverdragen waarin de landbouw is opgenomen leiden tot extra import van goedkope landbouwproducten uit landen elders;,BBB,2021,Europese vrijhandelsverdragen waarin de landbouw is opgenomen,International,extra import van goedkope landbouwproducten uit landen elders,Agriculture,Europese vrijhandelsverdragen|de landbouw,International|Agriculture,extra import,Industry
86,39f8f817-a768-4449-abee-96e90cda155f,Cogitation,overwegende,"dat hierin stappen worden gezet doordat het oplossen van de netcongestie wordt versneld,",BBB,2024,,,het oplossen van de netcongestie,Energy,stappen,Other,,
87,13eab21c-7d26-4b68-9241-9abbc9d137da,Statement,constaterende,dat de Ministeries van EZK en LNV met de glastuinbouwsector een convenant hebben afgesloten om te werken aan verdere verduurzaming en energiebesparing;,BBB,2022,de Ministeries van EZK en LNV,Government,een convenant,Other,Ministeries,Government,de glastuinbouwsector|een convenant|verdere verduurzaming,Agriculture|Government|Other
88,ad6d41ec-a10d-4f07-a8c7-bb9c15b35881,Statement,aangeeft,dat de terugverdientijd naar twaalf jaar gaat als de kosten niet dalen;,BBB,2023,de terugverdientijd,Other,,,de terugverdientijd,Other,,
89,15a4394a-f03d-41c6-b080-f2a9787e3af4,Cogitation,overwegende,"dat de gemeenten Lansingerland en Zoetermeer al jaren de wens hebben om woningbouw te realiseren op Bleizo-West, waar de bouw van 5.000 woningen wordt voorzien;",BBB,2024,de gemeenten Lansingerland en Zoetermeer,Government,woningbouw,Other,de gemeenten,Government,de wens|woningbouw|Bleizo-West,Other|Citizens|Industry
90,1692aa9a-d193-4e1a-bd42-d1d3de116d7b,Statement,constaterende,"dat de transitie naar toekomstbestendige energiebronnen en -dragers gebaat is bij goede kennis van vergunningverlenende decentrale overheden, zoals gemeenten en provincies;",BBB,2021,"goede kennis van vergunningverlenende decentrale overheden, zoals gemeenten en provincies",Government,de transitie naar toekomstbestendige energiebronnen en -dragers,Energy,,,toekomstbestendige energiebronnen|goede kennis,Energy|Science
91,31c886a2-83be-49b9-9221-3437abacf5b3,Cogitation,overwegende,dat er meer dan 480 energiecoöperaties zijn in Nederland en een deel van die coöperaties nu reeds (PV-)opwekinstallaties in eigendom heeft en daarmee invulling geeft aan de ambitie in het Klimaatakkoord;,CDA,2019,een deel van die coöperaties,Energy,de ambitie in het Klimaatakkoord,Government,energiecoöperaties|PV-)opwekinstallaties,Energy|Energy,invulling,Other
92,cb0da1a5-026a-4667-b09c-98a1c404931d,Statement,constaterende,Motie van de leden Tjeerd de Groot en Boswijk over een apart loket bij het Ctgb waarbij groene laagrisicomiddelen voorrang krijgen,CDA,2021,de leden Tjeerd de Groot en Boswijk,Government,een apart loket bij het Ctgb,Government,groene laagrisicomiddelen,Other,voorrang,Other
93,520f56ba-0fa5-49a8-b1d3-79a5f6454663,Cogitation,overwegende,"dat in het energieakkoord is afgesproken dat Nederland in 2030 een top tien-positie inneemt op de mondiale CleanTech Ranking, zoals vastgesteld via het rapport Clean economy, living planet uit 2012 van Ronald Berger;",CDA,2016,,,Nederland,Government,een top,Other,het rapport,Other
94,2fb566ed-8756-4920-b170-8d6beef4e6f6,Cogitation,overwegende,dat er in Twente en ook elders grote zorgen leven over het injecteren van afvalwater in lege velden en de daaraan verbonden risico’s voor de volksgezondheid en het milieu;,CDA,2017,,,de volksgezondheid en het milieu,Citizens,ook elders grote zorgen,Other,Twente,Other
95,f1622b6e-bc24-4862-b546-c4661af06bb8,Cogitation,overwegende,dat voedselveiligheid een groot goed is in onze samenleving;,CDA,2022,,,voedselveiligheid,Other,,,onze samenleving,Citizens
96,50eff853-59aa-47f6-8c02-0c2601fdd921,Cogitation,"overwegende,","overwegende, dat met name veehouders rondom Natura 2000-gebieden de komende jaren veel zullen moeten investeren in nieuwe of aangepaste stallen om de ammoniakemissie terug te kunnen brengen en dus baat hebben bij de geboden financiële ondersteuning;",CDA,2009,veehouders rondom Natura 2000-gebieden,Agriculture,,,veehouders,Agriculture,stallen|de ammoniakemissie|baat|de geboden financiële ondersteuning,Agriculture|Agriculture|Other|Government
97,e3792a88-97c0-4c09-af0e-a71bf2c13cd7,Cogitation,overwegende,dat in het Klimaatakkoord het aardgasvrij-ready maken van woningen en gebouwen expliciet wordt genoemd als methode om de gebouwde omgeving te verduurzamen;,CDA,2021,,,het aardgasvrij-ready maken van woningen en gebouwen,Other,,,aardgasvrij-ready|de gebouwde omgeving,Energy|Citizens
98,c99341d4-9128-423e-956b-dc74aac8ed11,Statement,constaterende,Motie van het lid Geurts over het zo samenstellen van pakketten dat er geen landbouwgrond uit productie wordt genomen,CDA,2013,,,landbouwgrond,Agriculture,geen landbouwgrond,Agriculture,pakketten,Other
99,15c06535-3e0e-4dba-abd7-5090a04540f6,Cogitation,overwegende,dat deze AVG-rechten kunnen bijdragen aan het vertrouwen in de data die worden gebruikt door het RIVM;,CDA,2022,deze AVG-rechten,Other,het vertrouwen in de data die worden gebruikt door het RIVM,Other,deze AVG-rechten,Other,het vertrouwen,Other
100,0dec0132-305b-41a2-bf9c-592208bbe595,Cogitation,overwegende,"dat betreffende maatregelen de glastuinbouwsector verder moeten verduurzamen, maar niet verder in de knel moeten brengen en dat de glastuinbouwsector de transitie moet maken en vooral meemaken;",CDA,2022,betreffende maatregelen,Government,de glastuinbouwsector,Agriculture,de glastuinbouwsector,Agriculture,de glastuinbouwsector|de knel,Agriculture|Other
101,0bec5be3-0b7b-4573-b492-90e5e52cd3d0,Cogitation,overwegende,"dat bij de totstandkoming van de CO2-heffing de volgende randvoorwaarden zijn beschreven: • beschikbaarheid van voldoende subsidies, waaronder SDE++; • beschikbaarheid van infrastructuur; • de concurrentiepositie van Nederland;",CDA,2025,,,de volgende randvoorwaarden,Other,de volgende randvoorwaarden,Other,de totstandkoming|de concurrentiepositie,Other|Industry
102,0249669e-6265-45d8-920d-6034c1b480b4,Cogitation,overwegende,Motie van de leden Geurts en Leenders over vrijwilligersorganisaties betrekken bij uitvoering,CDA,2015,,,vrijwilligersorganisaties,Citizens,,,vrijwilligersorganisaties,Citizens
103,a5f44a7a-4848-47d6-aaac-4c438728e947,Statement,"constaterende,","dat er parallelimport van zeer vervuilende auto’s van ongeveer 25 jaar uit omringende landen plaatsvindt, die leidt tot ongewenst gebruik van de oldtimervrijstelling;",CDA,2011,parallelimport van zeer vervuilende auto's,Other,oldtimervrijstelling,Government,er parallelimport,Industry,omringende landen,International
104,9d7a8474-1227-488d-a8b9-11a934ed0405,Cogitation,"overwegende,","dat afname van de bodemvruchtbaarheid kan leiden tot tal van milieurisico’s door verhoogde uitspoeling, meer opbrengstrisico’s, een hogere ziektegevoeligheid, een hogere stuifgevoeligheid en vraagt om meer inzet van chemische middelen;",CDA,2009,afname van de bodemvruchtbaarheid,Nature,,,afname,Other,verhoogde uitspoeling,Nature
105,6950ac18-68b0-4871-bd8d-46b97f484d54,Cogitation,overwegende,"dat voor onder andere vve’s en energiecoöperaties er nog onnodige, procedurele obstakels bestaan die de energietransitie belemmeren, juist bij diegenen die enthousiast aan de energietransitie werken;",CDA,2018,"onnodige, procedurele obstakels",Other,energietransitie,Energy,"onnodige, procedurele obstakels",Other,juist bij diegenen,Citizens
106,702c363c-7398-40f6-ac50-0d1c35add13e,Statement,constaterende,dat we geen drie jaar de tijd gaan krijgen om de problemen op te lossen omdat er op zeer korte termijn al een tsunami van handhavingsverzoeken zal gaan komen;,CDA,2024,een tsunami van handhavingsverzoeken,Government,,,,,een tsunami,Other
107,03fb15a9-825c-4dab-be28-e46507a2578e,Cogitation,"overwegende,","dat Nederland de enige lidstaat is waar ammoniakdepositie wordt gebruikt als criterium bij vergunningverlening aan agrarische bedrijven (met als gevolg een significante aantasting van de concurrentiepositie); overwegende, dat ook het rapport van de -Trojan stelt dat het gebruik van de kritische depositiewaarden bij vergunningverlening aanzienlijk moet worden genuanceerd;",CDA,2009,Nederland,Government,ammoniakdepositie,Nature,ammoniakdepositie|een significante aantasting|ook het rapport,Nature|Other|Other,,
108,b17928da-13f3-4d5b-9cd0-e66065dfe134,Statement,constaterende,"dat de IJsselmeerregio zijn regionale bijdrage van 73,5 miljoen euro heeft onderbouwd in het bidbook;",CDA,2018,de IJsselmeerregio,Government,"zijn regionale bijdrage van 73,5 miljoen euro",Other,IJsselmeerregio,Other,het bidbook,Other
109,8c05d403-7ada-4a96-a4c5-7a703f2e9c44,Cogitation,overwegende,"dat het «Fit for 55»-pakket met name invulling geeft aan de prioriteit duurzaamheid, maar dat er vooralsnog onvoldoende aandacht is voor de leveringszekerheid;",CDA,2021,het «Fit for 55»-pakket,International,de prioriteit duurzaamheid,Other,onvoldoende aandacht,Other,de leveringszekerheid,Energy
110,bfa0477d-4a90-4c40-935d-95407818db8f,Cogitation,overwegende,"dat het publiceren van oogstramingen onwenselijke effecten kan hebben op de prijszetting, waarbij het samenbrengen van de gegevens noodzakelijk is in december voor de landbouwrekeningen",CDA,2018,het publiceren van oogstramingen,Other,de prijszetting,Other,,,de prijszetting|december,Other|Other
111,b5ea9edb-73d6-4df6-9c8b-20b71f504817,Cogitation,overwegende,dat kernenergie een CO2-arme en constante energiebron is;,CDA,2019,kernenergie,Energy,,,kernenergie,Energy,,
112,f06c088f-c894-4a64-b8d5-68216a689497,Cogitation,overwegende,dat uit de IBRA 2019-rapportage van de ILT blijkt dat door een ILT-interventie van 2012 tot 2015 in totaal 26% meer stikstofreductie bereikt had kunnen worden bij de 700 bedrijven uit scenario 2;,CDA,2020,ILT-interventie,Government,26% meer stikstofreductie,Nature,meer stikstofreductie,Agriculture,de 700 bedrijven,Industry
113,2b734f3b-0402-4354-9b6a-e1501344df6e,Cogitation,overwegende,"dat de procedure van het definitief maken van dit indicatieve tracé weliswaar wordt beëindigd, maar dat het tracé wel onderdeel van de Structuurvisie Buisleidingen blijft uitmaken;",CDA,2019,,,de procedure van het definitief maken van dit indicatieve tracé,Government,de procedure|het tracé,Other|Other,,
114,a6d35be8-c33c-422e-8072-f60426ef5cfe,Statement,Motie,over geen vertragende werking van de extra opgave om dorpen volledig aardgasvrij te maken,CDA,2022,de extra opgave om dorven volledig aardgasvrij te maken,Government,,,,,geen vertragende werking,Other
115,3c52eba4-5c22-418e-8225-e06943019b8b,Statement,constaterende,dat daardoor vervuiling in de toekomst zal afnemen;,CDA,2023,,,vervuiling,Nature,vervuiling,Nature,,
116,1a0c90d9-7f4b-45b7-9979-5e8d8b40ce95,Statement,stelt,"dat plannen en programma’s waarvoor uit hoofde van de Habitatrichtlijn is vastgesteld dat een beoordeling nodig is, aanzienlijke milieueffecten kunnen hebben en als regel aan een systematische milieubeoordeling dienen te worden onderworpen;",CDA,2009,plannen en programma's,Government,aanzienlijke milieueffecten,Nature,een beoordeling,Other,hoofde|aanzienlijke milieueffecten|een systematische milieubeoordeling,Other|Nature|Government
117,085068b4-c5b4-4a2f-a563-8f804c2cc245,Cogitation,overwegende,Motie van de leden Agnes Mulder en Dik-Faber over een aparte regeling Zon-PV voor energiecoöperaties opnemen in SDE+-regeling,CDA,2015,,,,,,,SDE+-regeling,Energy
118,398e06b5-d96e-4bc9-bc4a-943ee95b6880,Statement,constaterende,dat het onvermijdelijk is dat de energietransitie voor iedereen merkbaar zal zijn; overwegende dat het voor het draagvlak van de energietransitie van belang is dat de energietransitie voor iedere Nederlander betaalbaar en behapbaar is; overwegende dat kosteneffectieve maatregelen bijdragen aan de betaalbaarheid van de energietransitie;,CDA,2018,kosteneffectieve maatregelen,Other,de betaalbaarheid van de energietransitie,Energy,,,het draagvlak|de betaalbaarheid,Citizens|Citizens
119,95b20a59-b801-477d-917a-2b6e11625974,Cogitation,"overwegende,",Motie Hessels c.s. over participatie van TenneT in een project voor het aanleggen van een elektriciteitsbuffer,CDA,2008,TenneT,Energy,een project voor het aanleggen van een elektriciteitsbuffer,Energy,,,participatie,Citizens
120,7ecc9342-d463-4601-bf62-daeddf8dc286,Cogitation,overwegende,dat de winning van het zogenoemde kussengas kan zorgen voor verhoogde seismische risico’s die kunnen leiden tot mijnbouwschade;,CDA,2021,de winning van het zogenoemde kussengas,Energy,,,de winning,Other,mijnbouwschade,Industry
121,b1e081f1-2658-411e-8a78-4b85592e1606,Cogitation,rekening,te houden met de Waddeneilanden,CDA,2016,,,de Waddeneilanden,Other,,,Waddeneilanden,Nature
122,1d2c0889-1781-4b40-a9cf-48a41f0f406d,Cogitation,overwegende,dat op dit moment het zesde cluster weinig perspectief gegeven wordt in zowel de duurzame-infrastructuurplannen alsook in het NPVI;,CDA,2023,,,het zesde cluster,Other,het zesde cluster|weinig perspectief,Other|Other,de duurzame-infrastructuurplannen,Government
123,c7c7663b-3d44-45d0-883e-725f16640bc0,Statement,constaterende,"dat voor het vergroten van de biodiversiteit bewustwording en kennis van belang zijn, maar dat in relatie tot het ANLb nog geen onderbouwde uitspraken gedaan kunnen worden over de effecten van het uitgevoerde beheer;",CDA,2022,,,onderbouwde uitspraken,Science,geen onderbouwde uitspraken,Other,het ANLb,Science
124,12a44d3c-2eb8-4d41-b334-ecc9c17b522f,Cogitation,overwegende,"dat, onder andere door de stijgende energieprijzen, meer dan een half miljoen Nederlanders te maken hebben met energiearmoede,",CDA,2021,,,meer dan een half miljoen Nederlanders,Citizens,,,onder andere door de stijgende energieprijzen|energiearmoede,Energy|Citizens
125,a2b9249f-4895-43d1-93a8-8c4b5ce6d4e4,Cogitation,overwegende,dat provincies en agrarische collectieven tot op heden niet zeker zijn van het budget dat zij voor 2026 toegekend krijgen en dat de kabinetsval geen roet in het eten mag gooien,CDA,2025,de kabinetsval,Government,,,provincies|de kabinetsval,Government|Government,het budget|geen roet,Government|Other
126,a44a643b-0def-4ad9-a4c3-42c726bf2a4d,Statement,constaterende,"dat de data uit rioolwateronderzoek in sommige gevallen al tot op perceelsniveau herleidbaar zijn en deze informatie bevatten over leefstijlkenmerken, zoals het gebruik van drugs en medicijnen;",CDA,2021,de data uit rioolwateronderzoek,Science,leefstijlkenmerken,Citizens,de data|deze informatie,Other|Other,perceelsniveau|leefstijlkenmerken,Agriculture|Citizens
127,6d5c6aa8-5ece-4c7d-8a4f-bcc7bc53b944,Cogitation,overwegende,dat de Staatssecretaris van Economische Zaken meermalen aangegeven heeft deze kwekersvrijstelling te gaan bepleiten bij haar collega’s in Europa;,CDA,2014,de Staatssecretaris van Economische Zaken,Government,deze kwekersvrijstelling,Other,de Staatssecretaris,Government,deze kwekersvrijstelling|haar collega|Europa,Agriculture|Government|International
